식품명,식재료코드
"고래고기(붉은살)/생것, 절단된것",2040400003
고래고기(붉은살)/염장,2040400004
고래고기(붉은살)/냉장,2040400005
고래고기(붉은살)/냉동,2040400006
고래고기(비계),2040410001
고래고기(비계)/생것,2040410002
"고래고기(비계)/생것, 절단된것",2040410003
고래고기(지육),2040420001
고래고기(지육)/생것,2040420002
"고래고기(지육)/생것, 절단된것",2040420003
고래고기(지육)/염장,2040420004
광어,2040430001
광어/생것,2040430002
"광어/생것, 절단된것",2040430003
"광어/껍질있는것(안깐것), 절단된것",2040430004
"광어/다듬은것(손질), 비가식부위제거, 절단된것",2040430005
괴도라치,2040440001
괴도라치/생것,2040440002
"괴도라치/생것, 절단된것",2040440003
군평선이,2040450001
군평선이/생것,2040450002
"군평선이/생것, 절단된것",2040450003
그물베도라치,2040460001
그물베도라치/생것,2040460002
"그물베도라치/생것, 절단된것",2040460003
기름종개,2040470001
기름종개/생것,2040470002
"기름종개/생것, 절단된것",2040470003
까나리,2040480001
까나리/국산,2040480002
까나리/외국산,2040480003
까나리/말린것(건조),2040480004
까나리/생것,2040480005
"까나리/생것, 절단된것",2040480006
꺽저기,2040490001
꺽저기/생것,2040490002
"꺽저기/생것, 절단된것",2040490003
꼬치고기,2040500001
꼬치고기/생것,2040500002
"꼬치고기/생것, 절단된것",2040500003
꽁지양태,2040510001
꽁지양태/생것,2040510002
"꽁지양태/생것, 절단된것",2040510003
꽁치,2040520001
꽁치/국산,2040520002
꽁치/외국산,2040520003
"꽁치/구이용, 내장제거, 비가식부위제거, 절단된것",2040520004
"꽁치/구이용, 비가식부위제거",2040520005
"꽁치/전용, 비가식부위제거",2040520006
"꽁치/조림용, 내장제거, 비가식부위제거, 절단된것",2040520007
"꽁치/조림용, 비가식부위제거",2040520008
꽁치/말린것(건조),2040520009
"꽁치/말린것(건조), 절단된것",2040520010
꽁치/생것,2040520011
"꽁치/생것, 절단된것",2040520012
꽁치/염장,2040520013
"꽁치/다듬은것(손질), 절단된것",2040520014
꽁치/순살,2040520015
"꽁치/순살, 절단된것",2040520016
꽁치/냉장,2040520017
꽁치/냉동,2040520018
날치,2040530001
날치/생것,2040530002
"날치/생것, 절단된것",2040530003
날치/염장,2040530004
납지리,2040540001
납지리/생것,2040540002
"납지리/생것, 절단된것",2040540003
냉풍건장어,2040550001
냉풍건장어/생것,2040550002
"냉풍건장어/생것, 절단된것",2040550003
냉풍건장어/순살,2040550004
냉풍건장어/냉장,2040550005
냉풍건장어/냉동,2040550006
네동가리,2040560001
네동가리/생것,2040560002
"네동가리/생것, 절단된것",2040560003
노랑벤자리,2040570001
노랑벤자리/생것,2040570002
"노랑벤자리/생것, 절단된것",2040570003
노랑촉수,2040580001
노랑촉수/생것,2040580002
"노랑촉수/생것, 절단된것",2040580003
노래미,2040590001
노래미/생것,2040590002
"노래미/생것, 절단된것",2040590003
놀래기,2040600001
놀래기/생것,2040600002
"놀래기/생것, 절단된것",2040600003
농어,2040610001
농어/국산,2040610002
농어/반건조,2040610003
농어/생것,2040610004
"농어/생것, 절단된것",2040610005
누치,2040620001
누치/생것,2040620002
"누치/생것, 절단된것",2040620003
눈강달이,2040630001
눈강달이/생것,2040630002
"눈강달이/생것, 절단된것",2040630003
눈볼대,2040640001
눈볼대/생것,2040640002
"눈볼대/생것, 절단된것",2040640003
눈양태,2040650001
눈양태/생것,2040650002
"눈양태/생것, 절단된것",2040650003
눈퉁멸,2040660001
눈퉁멸/말린것(건조),2040660002
눈퉁멸/생것,2040660003
"눈퉁멸/생것, 절단된것",2040660004
능성어,2040670001
능성어/생것,2040670002
"능성어/생것, 절단된것",2040670003
다금바리,2040680001
다금바리/생것,2040680002
"다금바리/생것, 절단된것",2040680003
다동가리,2040690001
다동가리/생것,2040690002
"다동가리/생것, 절단된것",2040690003
달강어,2040700001
달강어/생것,2040700002
"달강어/생것, 절단된것",2040700003
달고기,2040710001
달고기/국산,2040710002
달고기/생것,2040710003
"달고기/생것, 절단된것",2040710004
"달고기/다듬은것(손질), 절단된것",2040710005
"달고기/뼈제거, 토막낸것",2040710006
달고기/냉장,2040710007
달고기/냉동,2040710008
달고기포,2040720001
달고기포/생것,2040720002
"달고기포/생것, 절단된것",2040720003
"달고기포/껍질있는것(안깐것), 절단된것",2040720004
달고기포/껍질제거(깐것),2040720005
대구,2040730001
대구/국산,2040730002
대구/외국산,2040730003
"대구/구이용, 내장제거, 비가식부위제거, 절단된것",2040730004
"대구/구이용, 비가식부위제거",2040730005
"대구/전용, 비가식부위제거",2040730006
"대구/조림용, 내장제거, 비가식부위제거, 절단된것",2040730007
"대구/조림용, 비가식부위제거",2040730008
"대구/탕용, 내장제거, 비가식부위제거, 절단된것",2040730009
대구/튀김용,2040730010
대구/말린것(건조),2040730011
대구/반건조,2040730012
대구/생것,2040730013
"대구/생것, 절단된것",2040730014
대구/염장,2040730015
대구/내장제거,2040730016
"대구/순살, 절단된것",2040730017
대구/냉장,2040730018
대구/냉동,2040730019
대구(민대구),2040740001
대구(민대구)/외국산,2040740002
"대구(민대구)/탕용, 절단된것",2040740003
대구(민대구)/생것,2040740004
"대구(민대구)/생것, 절단된것",2040740005
대구(민대구)/냉장,2040740006
대구(민대구)/냉동,2040740007
대구(붉은대구),2040750001
대구(붉은대구)/생것,2040750002
"대구(붉은대구)/생것, 절단된것",2040750003
대구(은대구),2040760001
대구(은대구)/생것,2040760002
"대구(은대구)/생것, 절단된것",2040760003
대구(참대구),2040770001
대구(참대구)/포,2040770002
대구(참대구)/국산,2040770003
대구(참대구)/외국산,2040770004
"대구(참대구)/전용, 절단된것",2040770005
대구(참대구)/탕용,2040770006
"대구(참대구)/탕용, 껍질있는것(안깐것)",2040770007
"대구(참대구)/생선가스용, 껍질있는것(안깐것)",2040770008
대구(참대구)/생것,2040770009
"대구(참대구)/생것, 절단된것",2040770010
대구(참대구)/냉장,2040770011
대구(참대구)/냉동,2040770012
대구살,2040780001
대구살/외국산,2040780002
대구살/생것,2040780003
"대구살/생것, 절단된것",2040780004
대구살포,2040790001
대구살포/생것,2040790002
"대구살포/생것, 절단된것",2040790003
대구포,2040800001
대구포/외국산,2040800002
대구포/전용,2040800003
대구포/생선가스용,2040800004
대구포/생것,2040800005
"대구포/생것, 절단된것",2040800006
대두어(흑연),2040810001
대두어(흑연)/생것,2040810002
"대두어(흑연)/생것, 절단된것",2040810003
도다리,2040820001
도다리/생것,2040820002
"도다리/생것, 절단된것",2040820003
도루묵,2040830001
도루묵/국산,2040830002
"도루묵/구이용, 다듬은것(손질)",2040830003
도루묵/생것,2040830004
"도루묵/생것, 절단된것",2040830005
도루묵/염장,2040830006
도루묵/냉장,2040830007
도루묵/냉동,2040830008
도치,2040840001
도치/생것,2040840002
"도치/생것, 절단된것",2040840003
도화양태,2040850001
도화양태/생것,2040850002
"도화양태/생것, 절단된것",2040850003
독가시치,2040860001
독가시치/생것,2040860002
"독가시치/생것, 절단된것",2040860003
돔,2040870001
돔/생것,2040870002
"돔/생것, 절단된것",2040870003
돔(각시돔),2040880001
돔(각시돔)/생것,2040880002
"돔(각시돔)/생것, 절단된것",2040880003
돔(감성돔),2040890001
돔(감성돔)/생것,2040890002
"돔(감성돔)/생것, 절단된것",2040890003
돔(강담돔),2040900001
돔(강담돔)/생것,2040900002
"돔(강담돔)/생것, 절단된것",2040900003
돔(구갈돔),2040910001
돔(구갈돔)/생것,2040910002
"돔(구갈돔)/생것, 절단된것",2040910003
돔(금눈돔),2040920001
돔(금눈돔)/생것,2040920002
"돔(금눈돔)/생것, 절단된것",2040920003
돔(꼽새돔),2040930001
돔(꼽새돔)/생것,2040930002
"돔(꼽새돔)/생것, 절단된것",2040930003
돔(도화돔),2040940001
돔(도화돔)/생것,2040940002
"돔(도화돔)/생것, 절단된것",2040940003
돔(독돔),2040950001
돔(독돔)/생것,2040950002
"돔(독돔)/생것, 절단된것",2040950003
돔(돌돔),2040960001
돔(돌돔)/생것,2040960002
"돔(돌돔)/생것, 절단된것",2040960003
돔(백미돔),2040970001
돔(백미돔)/생것,2040970002
"돔(백미돔)/생것, 절단된것",2040970003
돔(범돔),2040980001
돔(범돔)/생것,2040980002
"돔(범돔)/생것, 절단된것",2040980003
돔(벵에돔),2040990001
돔(벵에돔)/생것,2040990002
"돔(벵에돔)/생것, 절단된것",2040990003
돔(뿔돔),2041000001
돔(뿔돔)/생것,2041000002
"돔(뿔돔)/생것, 절단된것",2041000003
돔(샛돔),2041010001
돔(샛돔)/국산,2041010002
돔(샛돔)/생것,2041010003
"돔(샛돔)/생것, 절단된것",2041010004
"돔(샛돔)/내장제거, 머리제거(두절), 비가식부위제거, 절단된것",2041010005
돔(실꼬리돔),2041020001
돔(실꼬리돔)/생것,2041020002
"돔(실꼬리돔)/생것, 절단된것",2041020003
돔(실붉돔),2041030001
돔(실붉돔)/생것,2041030002
"돔(실붉돔)/생것, 절단된것",2041030003
돔(어름돔),2041040001
돔(어름돔)/생것,2041040002
"돔(어름돔)/생것, 절단된것",2041040003
돔(옥돔),2041050001
돔(옥돔)/국산,2041050002
돔(옥돔)/외국산,2041050003
"돔(옥돔)/구이용, 비가식부위제거",2041050004
"돔(옥돔)/전용, 비가식부위제거",2041050005
"돔(옥돔)/조림용, 비가식부위제거",2041050006
돔(옥돔)/반건조,2041050007
돔(옥돔)/생것,2041050008
"돔(옥돔)/생것, 절단된것",2041050009
돔(옥돔)/다듬은것(손질),2041050010
돔(옥돔)/냉장,2041050011
돔(옥돔)/냉동,2041050012
돔(자리돔),2041060001
돔(자리돔)/생것,2041060002
"돔(자리돔)/생것, 절단된것",2041060003
돔(참돔),2041070001
돔(참돔)/생것,2041070002
"돔(참돔)/생것, 절단된것",2041070003
"돔(참돔)/껍질있는것(안깐것), 절단된것",2041070004
돔(참돔)/냉장,2041070005
돔(참돔)/냉동,2041070006
돔(호박돔),2041080001
돔(호박돔)/생것,2041080002
"돔(호박돔)/생것, 절단된것",2041080003
돔(혹돔),2041090001
돔(혹돔)/생것,2041090002
"돔(혹돔)/생것, 절단된것",2041090003
돔(황돔),2041100001
돔(황돔)/생것,2041100002
"돔(황돔)/생것, 절단된것",2041100003
돔(황줄돔),2041110001
돔(황줄돔)/생것,2041110002
"돔(황줄돔)/생것, 절단된것",2041110003
동동갈치,2041120001
동동갈치/생것,2041120002
"동동갈치/생것, 절단된것",2041120003
동사리,2041130001
동사리/생것,2041130002
"동사리/생것, 절단된것",2041130003
동자개,2041140001
동자개/생것,2041140002
"동자개/생것, 절단된것",2041140003
동태살,2041150001
동태살/외국산,2041150002
동태살/강정용,2041150003
"동태살/강정용, 국용",2041150004
"동태살/강정용, 깍둑썰기, 껍질제거(깐것)",2041150005
동태살/국용,2041150006
동태살/전용,2041150007
동태살/탕수용,2041150008
동태살/생선가스용,2041150009
동태살/생것,2041150010
"동태살/생것, 절단된것",2041150011
"동태살/깍둑썰기, 껍질있는것(안깐것)",2041150012
동태살/냉장,2041150013
동태살/냉동,2041150014
동태포,2041160001
동태포/외국산,2041160002
동태포/생것,2041160003
"동태포/생것, 절단된것",2041160004
둑중개,2041170001
둑중개/조림용,2041170002
둑중개/생것,2041170003
"둑중개/생것, 절단된것",2041170004
드렁허리,2041180001
드렁허리/생것,2041180002
"드렁허리/생것, 절단된것",2041180003
등가시치,2041190001
등가시치/생것,2041190002
"등가시치/생것, 절단된것",2041190003
디포리,2041200001
디포리/국산,2041200002
디포리/외국산,2041200003
디포리/[특]등급,2041200004
디포리/상급품,2041200005
디포리/김치제조용,2041200006
디포리/생것,2041200007
"디포리/생것, 절단된것",2041200008
만새기,2041210001
만새기/생것,2041210002
"만새기/생것, 절단된것",2041210003
말쥐치,2041220001
말쥐치/국산,2041220002
말쥐치/외국산,2041220003
말쥐치/생것,2041220004
"말쥐치/생것, 절단된것",2041220005
말쥐치/조미한것,2041220006
망상어,2041230001
망상어/생것,2041230002
"망상어/생것, 절단된것",2041230003
매퉁이,2041240001
매퉁이/생것,2041240002
"매퉁이/생것, 절단된것",2041240003
메기,2041250001
메기/외국산,2041250002
메기/생것,2041250003
"메기/생것, 절단된것",2041250004
메기/냉장,2041250005
메기/냉동,2041250006
메기살,2041260001
메기살/생것,2041260002
"메기살/생것, 절단된것",2041260003
메로,2041270001
메로/외국산,2041270002
메로/생것,2041270003
"메로/생것, 절단된것",2041270004
메로/냉장,2041270005
메로/냉동,2041270006
메로가마,2041280001
메로가마/외국산,2041280002
메로가마/구이용,2041280003
메로가마/생것,2041280004
"메로가마/생것, 절단된것",2041280005
메로가마/냉장,2041280006
메로가마/냉동,2041280007
메로살,2041290001
메로살/외국산,2041290002
메로살/구이용,2041290003
메로살/생것,2041290004
"메로살/생것, 절단된것",2041290005
메로살/냉장,2041290006
메로살/냉동,2041290007
멸치,2041300001
멸치/외국산,2041300002
멸치/생것,2041300003
"멸치/생것, 절단된것",2041300004
"멸치(작은멸치, 가이리)",2041310001
"멸치(작은멸치, 가이리)/말린것(건조)",2041310002
"멸치(작은멸치, 가이리)/생것",2041310003
"멸치(작은멸치, 가이리)/생것, 절단된것",2041310004
"멸치(작은멸치, 소멸)",2041320001
"멸치(작은멸치, 소멸)/외국산",2041320002
"멸치(작은멸치, 소멸)/말린것(건조)",2041320003
"멸치(작은멸치, 소멸)/생것",2041320004
"멸치(작은멸치, 소멸)/생것, 절단된것",2041320005
"멸치(작은멸치, 지리)",2041330001
"멸치(작은멸치, 지리)/외국산",2041330002
"멸치(작은멸치, 지리)/말린것(건조)",2041330003
"멸치(작은멸치, 지리)/생것",2041330004
"멸치(작은멸치, 지리)/생것, 절단된것",2041330005
