레시피구분,레시피명,열량
튀김류,치즈등심돈까스,열량 : 404.02 kcal
조림류,꽃도리탕(꽃게닭도리탕),열량 : 206.61 kcal
국류,감자된장찌개,열량 : 33.57 kcal
조림류,햄데리야끼조림,열량 : 148.16 kcal
구이류,옥수수치즈구이,열량 : 99.3 kcal
구이류,옥수수구이,열량 : 99.3 kcal
무침류,매콤도라지무침,열량 : 42.11 kcal
튀김류,불고기치즈버거,열량 : 547.04 kcal
밥류,강황밥(멥쌀100g),열량 : 402.31 kcal
국류,브로콜리양파스프,열량 : 140.69 kcal
빵류,시나몬페이스트리,열량 : 319.9 kcal
볶음류,돼지고기폭찹,열량 : 163.75 kcal
국류,단호박스프,열량 : 72.05 kcal
기타,푸실리감자샐러드,열량 : 119.44 kcal
찜류,아귀콩나물찜,열량 : 108.47 kcal
국류,두부김치찌개,열량 : 71.1 kcal
밥류,베이컨로제리조또,열량 : 434.31 kcal
밥류,베이컨로제리조또(소),열량 : 337.66 kcal
조림류,건문어고추장조림,열량 : 99.05 kcal
밥류,제주고구마밥(향토-제주도),열량 : 366.3 kcal
볶음류,제주흑돼지불고기(향토-제주도),열량 : 370.54 kcal
부침류,제주고사리해물전(향토-제주도),열량 : 115.41 kcal
무침류,유채겉절이,열량 : 26.55 kcal
구이류,훈제삼겹살구이,열량 : 328.09 kcal
볶음류,중화풍가지볶음,열량 : 64.1 kcal
무침류,모듬쌈,열량 : 21.25 kcal
볶음류,닭순살고추장볶음,열량 : 278.9 kcal
조림류,미니새송이버섯장조림,열량 : 51.72 kcal
구이류,꽁치구이&amp;와사비장,열량 : 169.1 kcal
구이류,삼치구이&amp;와사비장,열량 : 139.1 kcal
국류,조랭이떡만두국,열량 : 254.62 kcal
면류,장칼국수,열량 : 307 kcal
튀김류,파닭,열량 : 254.24 kcal
무침류,양념고추지무침,열량 : 45.36 kcal
밥류,잔멸치김가루주먹밥(소),열량 : 247.65 kcal
빵류,마늘빵(완),열량 : 339.2 kcal
국류,사골감자국,열량 : 120.1 kcal
무침류,포항초무침,열량 : 22.02 kcal
볶음류,주꾸미삼겹살볶음,열량 : 319.97 kcal
구이류,달걀말이,열량 : 129.03 kcal
튀김류,방어순살강정,열량 : 169.63 kcal
볶음류,고구마닭볶음,열량 : 432.48 kcal
볶음류,명엽채땅콩볶음,열량 : 163.96 kcal
밥류,팔보채덮밥,열량 : 356.67 kcal
밥류,훈제연어덮밥,열량 : 439.22 kcal
빵류,프렌치치즈샌드위치,열량 : 249.84 kcal
무침류,유채유자청겉절이(향토-제주도),열량 : 26.61 kcal
밥류,짬뽕덮밥,열량 : 355.75 kcal
죽류,불낙죽,열량 : 432.1 kcal
조림류,돈사태단호박조림,열량 : 147.68 kcal
국류,연두부달걀국,열량 : 70.02 kcal
국류,부추제첩국,열량 : 51.48 kcal
국류,부추재첩국,열량 : 51.48 kcal
무침류,훈제연어샐러드,열량 : 49.9 kcal
면류,호박칼국수,열량 : 270.31 kcal
튀김류,콩고기강정,열량 : 297.29 kcal
볶음류,돈가지볶음,열량 : 79.08 kcal
면류,칡냉면,열량 : 507.75 kcal
국류,팽이미역국,열량 : 23.15 kcal
무침류,생크림고구마무스,열량 : 138.69 kcal
보조식,과일우유화채,열량 : 95.3 kcal
볶음류,포두부굴소스볶음,열량 : 182.98 kcal
튀김류,순대떡강정,열량 : 251.32 kcal
무침류,와사비무생채,열량 : 18.43 kcal
면류,우무묵콩국수,열량 : 538.17 kcal
튀김류,순살양념치킨,열량 : 221.53 kcal
무침류,양파고추장아찌,열량 : 45.65 kcal
보조식,채소스틱&amp;쌈장,열량 : 10.77 kcal
볶음류,콩나물돼지불고기,열량 : 203.13 kcal
조림류,연근무화과조림,열량 : 63.2 kcal
밥류,소고기규동,열량 : 585.86 kcal
기타,코울슬로머스터드샐러드,열량 : 73.44 kcal
기타,자몽에이드,열량 : 22.8 kcal
튀김류,벌집감자튀김&amp;케찹,열량 : 236.9 kcal
튀김류,고구마크로켓&amp;케첩,열량 : 100.95 kcal
찜류,묵은지찜닭,열량 : 149.37 kcal
무침류,참치피클채소범벅,열량 : 117.56 kcal
국류,괴산올갱이국(향토-충청도),열량 : 42.78 kcal
볶음류,천안주꾸미볶음(향토-충청도),열량 : 167.48 kcal
기타,논산딸기(향토-충청도),열량 : 72 kcal
튀김류,금산인삼야채튀김(향토-충청도),열량 : 263.7 kcal
조림류,천안호두조림(향토-충청도),열량 : 215.49 kcal
밥류,공주밤밥(향토-충청도),열량 : 322.7 kcal
국류,사골배추국,열량 : 36.6 kcal
밥류,누룽지튀김(소),열량 : 213.1 kcal
밥류,누룽지튀김(중),열량 : 409.6 kcal
국류,새우살달걀국,열량 : 86.09 kcal
볶음류,오리김치불고기,열량 : 250.53 kcal
무침류,건호박들기름무침,열량 : 34.1 kcal
볶음류,돌자반,열량 : 175 kcal
밥류,나물비빔밥,열량 : 603.73 kcal
국류,팽이된장국,열량 : 16.18 kcal
죽류,소고기검은깨죽,열량 : 490.26 kcal
볶음류,마늘종건새우볶음,열량 : 30.69 kcal
볶음류,중멸치고추장볶음,열량 : 55.57 kcal
국류,바지락조개탕,열량 : 71.46 kcal
부침류,갈비완자전,열량 : 194.35 kcal
조림류,감자고추장조림,열량 : 102.03 kcal
무침류,연근흑임자샐러드,열량 : 117.76 kcal
국류,물만두달걀국,열량 : 186.32 kcal
국류,수제비아욱된장국,열량 : 46.62 kcal
기타,닭가슴살꿀떡샐러드,열량 : 166.92 kcal
국류,아브고레모노,열량 : 90.42 kcal
구이류,파스티치오,열량 : 144.77 kcal
튀김류,칼라마리,열량 : 168.95 kcal
기타,그리스식샐러드,열량 : 27.85 kcal
구이류,삼치살엿장구이,열량 : 243.87 kcal
무침류,미나리숙주무침,열량 : 16.5 kcal
국류,느타리버섯국,열량 : 117.76 kcal
볶음류,어묵굴소스햄볶음,열량 : 277.28 kcal
국류,소고기느타리버섯국,열량 : 68.21 kcal
볶음류,닭가슴살채소볶음,열량 : 200.07 kcal
구이류,밀전병&amp;양파초간장,열량 : 126.03 kcal
부침류,애호박채전,열량 : 67.01 kcal
김치류,두부찜&amp;볶음김치,열량 : 130.21 kcal
보조식,미니백설기,열량 : 98 kcal
국류,명란젓찌개,열량 : 102.42 kcal
볶음류,백순대볶음,열량 : 197.66 kcal
부침류,감자달걀말이,열량 : 126.25 kcal
무침류,노각고춧가루무침,열량 : 42.03 kcal
국류,얼큰감자된장국,열량 : 33.88 kcal
찜류,치즈등갈비,열량 : 141.4 kcal
무침류,충무김밥&amp;오징어무침,열량 : 287.97 kcal
면류,계란잔치국수,열량 : 208.01 kcal
볶음류,매콤어묵볶음,열량 : 103.9 kcal
기타,바밤바쉐이크,열량 : 218.94 kcal
밥류,낙지비빔밥,열량 : 477.61 kcal
국류,곤약어묵탕,열량 : 57.42 kcal
튀김류,고구마야채튀김&amp;초간장,열량 : 177.06 kcal
기타,청포도샐러드&amp;블루베리드레싱,열량 : 34.67 kcal
무침류,콩나물당근무침,열량 : 33.56 kcal
튀김류,감자튀김&amp;케찹,열량 : 294.3 kcal
무침류,양배추적채샐러드,열량 : 37.55 kcal
면류,냉콩국수,열량 : 672.11 kcal
무침류,문어야채초무침,열량 : 31.6 kcal
찜류,브로콜리숙회&amp;고추장,열량 : 33.9 kcal
보조식,땡모반(수박주스),열량 : 85.85 kcal
국류,상추오이냉국,열량 : 17.13 kcal
조림류,고구마닭도리탕,열량 : 408.31 kcal
무침류,열무고추장무침,열량 : 37.84 kcal
국류,바지락순두부백탕,열량 : 78.02 kcal
무침류,세발나물된장무침,열량 : 25.14 kcal
기타,푸실리감자샐러드,열량 : 90.39 kcal
구이류,파래돌김&amp;양념장,열량 : 19.88 kcal
국류,가지냉국,열량 : 26.04 kcal
빵류,핫도그&amp;케첩,열량 : 217.65 kcal
빵류,마늘빵(완),열량 : 339.2 kcal
조림류,단호박간장조림,열량 : 36.97 kcal
무침류,콘샐러드,열량 : 89.78 kcal
찜류,찰 옥수수찜,열량 : 156.7 kcal
무침류,오복지김무침,열량 : 23.16 kcal
보조식,망고요거트스무디,열량 : 124.39 kcal
기타,양상추크랜베리샐러드,열량 : 52.3 kcal
부침류,고추장떡,열량 : 103.05 kcal
빵류,시나몬페이스트리,열량 : 319.9 kcal
죽류,게살 날치알죽,열량 : 254.83 kcal
죽류,트러플전복죽,열량 : 355.21 kcal
보조식,바람떡,열량 : 124.2 kcal
볶음류,팽이볶음,열량 : 28.83 kcal
조림류,서리태땅콩조림,열량 : 200.26 kcal
국류,참치고추장찌개,열량 : 185.19 kcal
볶음류,콩나물불고기,열량 : 138.73 kcal
무침류,돌나물낙지초무침,열량 : 82.58 kcal
조림류,연근곤약조림,열량 : 51.9 kcal
국류,고추장어묵국,열량 : 65.56 kcal
찜류,매운돼지갈비찜,열량 : 140.49 kcal
국류,브로콜리스프,열량 : 154.89 kcal
보조식,컵과일,열량 : 38.85 kcal
무침류,"삼색나물무침(고사리,콩나물,시금치)",열량 : 74.09 kcal
구이류,데리야끼닭꼬치,열량 : 100.8 kcal
부침류,햄치즈달걀말이,열량 : 85.02 kcal
빵류,햄치즈몬테크리스토,열량 : 232.26 kcal
기타,할라피뇨피클,열량 : 27.3 kcal
보조식,흰우유&amp;아몬드시리얼,열량 : 179.1 kcal
구이류,양파베이컨구이,열량 : 109.77 kcal
면류,삼색수제비국,열량 : 67.52 kcal
찜류,수육,열량 : 150.9 kcal
구이류,목살찹스테이크,열량 : 163.36 kcal
볶음류,날치알스크램블에그,열량 : 94.12 kcal
무침류,파프리카무쌈,열량 : 8.75 kcal
볶음류,새송이굴소스볶음,열량 : 56.71 kcal
기타,결명자차,열량 : 31.28 kcal
국류,새우완자탕,열량 : 116.06 kcal
볶음류,까르보나라떡순대,열량 : 170.94 kcal
볶음류,차슈가지,열량 : 233.66 kcal
볶음류,청경채숙주볶음,열량 : 38.28 kcal
국류,바지락두부탕국,열량 : 53.94 kcal
국류,제주몸국,열량 : 64.04 kcal
부침류,돌문어부침개,열량 : 245.21 kcal
죽류,가자미야채죽,열량 : 399.16 kcal
국류,연두부달걀탕,열량 : 70.02 kcal
밥류,게살볶음밥(소),열량 : 315.55 kcal
부침류,고사리전,열량 : 77.93 kcal
기타,비트오이무피클,열량 : 8.9 kcal
무침류,고춧잎지,열량 : 18.2 kcal
보조식,바나나우유,열량 : 288 kcal
국류,맑은감자양파국,열량 : 51.41 kcal
국류,미나리낙지연포탕,열량 : 38.08 kcal
볶음류,떡갈비채소볶음,열량 : 254.7 kcal
무침류,명란젓갈,열량 : 40.64 kcal
국류,팽이장국,열량 : 16.18 kcal
밥류,꼬막비빔밥,열량 : 308.03 kcal
국류,배추된장국,열량 : 26.23 kcal
튀김류,닭강정,열량 : 337.7 kcal
무침류,브로콜리검정깨무침,열량 : 48.32 kcal
국류,산채해장국,열량 : 42.55 kcal
무침류,소고기부추잡채,열량 : 183.43 kcal
구이류,파래김구이,열량 : 16.5 kcal
국류,시금치두부된장국,열량 : 75.2 kcal
찜류,보쌈,열량 : 397.96 kcal
무침류,새우젓,열량 : 4 kcal
무침류,알배기배추&amp;깻잎쌈,열량 : 6.85 kcal
튀김류,고구마견과류맛탕,열량 : 288.83 kcal
찜류,중국식연두부,열량 : 64.71 kcal
구이류,새송이고추장구이,열량 : 31.05 kcal
국류,황태달걀국,열량 : 97.09 kcal
볶음류,어묵야채볶음,열량 : 147.26 kcal
조림류,미트볼양송이조림,열량 : 272.95 kcal
국류,북어무채국,열량 : 68.63 kcal
찜류,등갈비묵은지찜,열량 : 308.66 kcal
구이류,감자버터구이,열량 : 71.29 kcal
국류,얼큰동태탕,열량 : 107.82 kcal
구이류,두부달걀구이&amp;양념장,열량 : 146.2 kcal
볶음류,쥐어채볶음,열량 : 110.52 kcal
무침류,유부맛살샐러드,열량 : 40.18 kcal
국류,우유감자스프,열량 : 140.84 kcal
찜류,돼지고기꽈리고추조림,열량 : 178.26 kcal
구이류,연어스테이크,열량 : 149.29 kcal
무침류,버섯들깨볶음,열량 : 61.54 kcal
무침류,생양념깻잎지,열량 : 30.21 kcal
기타,사과한개,열량 : 57 kcal
무침류,쪽파김가루무침,열량 : 20.02 kcal
찜류,오징어모듬야채숙회&amp;초고추장,열량 : 53.15 kcal
구이류,새송이떡갈비구이,열량 : 213.53 kcal
보조식,과일마요범벅,열량 : 68.16 kcal
무침류,해파리겨자냉채,열량 : 45.54 kcal
구이류,임연수카레구이,열량 : 194.95 kcal
볶음류,볼어묵햄볶음,열량 : 190.32 kcal
튀김류,춘권튀김,열량 : 289.15 kcal
국류,호박새우젓국,열량 : 77.59 kcal
볶음류,매콤오징어볶음,열량 : 308.4 kcal
빵류,치킨화이타(세계음식-멕시코),열량 : 432.62 kcal
기타,토마토아보카도샐러드,열량 : 51.11 kcal
밥류,멕시칸볶음밥(세계음식-멕시코),열량 : 449.02 kcal
기타,양파고추초절임,열량 : 17.82 kcal
보조식,구아바음료(세계음식-멕시코),열량 : 75 kcal
국류,양지탕,열량 : 179.56 kcal
조림류,닭날개데리야끼조림,열량 : 276.07 kcal
볶음류,표고버섯들깨볶음,열량 : 29.42 kcal
무침류,도토리묵&amp;간장양념장,열량 : 33.7 kcal
보조식,열대과일샐러드,열량 : 68.69 kcal
밥류,밤밥,열량 : 208.7 kcal
부침류,동태달걀전,열량 : 135.34 kcal
무침류,꼬시래기두부무침,열량 : 57.82 kcal
무침류,도라지생채,열량 : 41.37 kcal
국류,맑은우동국물,열량 : 48.12 kcal
튀김류,돈비국수(돈까스비빔국수),열량 : 493.89 kcal
무침류,양배추채샐러드&amp;케요소스,열량 : 37.55 kcal
무침류,유자단무지무침,열량 : 8.74 kcal
빵류,초코와플,열량 : 213.44 kcal
무침류,사과부추무침,열량 : 28.36 kcal
국류,청국장,열량 : 77.4 kcal
무침류,참나물무침,열량 : 27.96 kcal
찜류,영양돈갈비찜,열량 : 512.74 kcal
무침류,굴무생채,열량 : 27.51 kcal
무침류,쌈다시마,열량 : 3.6 kcal
면류,베이컨크림파스타,열량 : 502.5 kcal
튀김류,미니햄버거,열량 : 414.38 kcal
찜류,감자옥수수범벅,열량 : 90.61 kcal
볶음류,어묵꽈리고추곤약조림,열량 : 79.97 kcal
구이류,자반고등어구이,열량 : 304.2 kcal
보조식,닭가슴살샐러드,열량 : 30.31 kcal
밥류,고구마밥,열량 : 358.95 kcal
찜류,일식새우달걀찜,열량 : 124.34 kcal
찜류,돼지갈비떡찜,열량 : 464.79 kcal
볶음류,돼지고기김치볶음,열량 : 295.87 kcal
면류,미니어묵우동,열량 : 146.69 kcal
밥류,마파두부덮밥,열량 : 375.22 kcal
무침류,닭가슴살겨자냉채,열량 : 124.02 kcal
조림류,닭봉데리조림,열량 : 189.61 kcal
무침류,치커리오이무침,열량 : 32.98 kcal
볶음류,매콤오징어볶음,열량 : 201.39 kcal
밥류,가지표고밥,열량 : 387.86 kcal
보조식,부추양념장,열량 : 18.11 kcal
국류,시골된장찌개,열량 : 37.27 kcal
밥류,초당옥수수밥,열량 : 353.6 kcal
국류,콩나물냉국,열량 : 21.99 kcal
무침류,천사채맛살샐러드,열량 : 50.6 kcal
김치류,깻잎무쌈말이,열량 : 14.3 kcal
구이류,미니탄두리치킨,열량 : 243.65 kcal
국류,삼색조랭이떡국,열량 : 170.8 kcal
구이류,조미김구이,열량 : 44.04 kcal
조림류,콩자반,열량 : 81.3 kcal
밥류,흑미초당옥수수밥,열량 : 352.7 kcal
볶음류,볼어묵고추볶음,열량 : 81.24 kcal
무침류,애느타리버섯나물,열량 : 23.73 kcal
국류,꽃게된장국,열량 : 101.86 kcal
보조식,오렌지주스,열량 : 54 kcal
국류,모시조개탕,열량 : 81.12 kcal
조림류,소고기달걀장조림,열량 : 175.58 kcal
볶음류,마늘종어묵볶음,열량 : 85.15 kcal
튀김류,불향 야채돈가스,열량 : 291.01 kcal
국류,수삼갈비탕,열량 : 237.63 kcal
조림류,고등어감자조림,열량 : 211.76 kcal
무침류,마늘고추지무침,열량 : 56.66 kcal
무침류,맛살오이겨자무침,열량 : 42.62 kcal
국류,북어무국,열량 : 68.63 kcal
무침류,메밀묵야채무침,열량 : 55.35 kcal
죽류,두부 달걀죽,열량 : 152.68 kcal
부침류,모둠산적/초간장,열량 : 180.68 kcal
보조식,홍삼포도주스,열량 : 73.5 kcal
국류,동태매운탕,열량 : 115.02 kcal
볶음류,돼지고기굴소스볶음,열량 : 241.82 kcal
볶음류,표고버섯야채볶음,열량 : 28.37 kcal
볶음류,미역줄기파프리카볶음,열량 : 78.85 kcal
튀김류,버팔로윙,열량 : 434.55 kcal
볶음류,한식잡채,열량 : 57.08 kcal
부침류,감자채전,열량 : 91.9 kcal
무침류,물파래무침,열량 : 19.36 kcal
무침류,상추유자청무침,열량 : 38.68 kcal
무침류,사과꽃맛살샐러드,열량 : 125.16 kcal
조림류,연근뿌리조림,열량 : 58.66 kcal
국류,참치우거지탕,열량 : 143.14 kcal
보조식,청포도주스,열량 : 82.5 kcal
찜류,삼색달걀찜,열량 : 115.4 kcal
볶음류,멸치고추장볶음,열량 : 73.69 kcal
무침류,오이지장아찌,열량 : 21.19 kcal
조림류,포계(간장치킨),열량 : 298.79 kcal
무침류,방풍나물무침,열량 : 29.31 kcal
기타,앵두(생과),열량 : 42.7 kcal
튀김류,치즈등심돈가스,열량 : 399.63 kcal
기타,양상추토마토샐러드,열량 : 11.56 kcal
국류,가쓰오유부국,열량 : 27.41 kcal
소스류,프렌치드레싱,열량 : 83.8 kcal
밥류,고구마밥(소),열량 : 234.45 kcal
조림류,알감자조림,열량 : 103.53 kcal
조림류,미트볼야채조림,열량 : 179.97 kcal
무침류,상추깻잎무침,열량 : 38.3 kcal
볶음류,오리고추장볶음,열량 : 466.83 kcal
부침류,불고기완자전,열량 : 311.55 kcal
조림류,고기완자조림,열량 : 213.18 kcal
볶음류,표고버섯죽순볶음,열량 : 28.54 kcal
밥류,파프리카야채볶음밥,열량 : 387.12 kcal
구이류,닭가슴살스테이크,열량 : 166.76 kcal
소스류,스테이크소스,열량 : 17.63 kcal
소스류,데미글라스소스,열량 : 26.63 kcal
볶음류,구운야채,열량 : 15.13 kcal
면류,메밀국수,열량 : 245.42 kcal
튀김류,매콤콩고기견과류강정,열량 : 297.29 kcal
튀김류,가츠오 문어볼,열량 : 52.65 kcal
국류,버섯고추장찌개,열량 : 65.28 kcal
국류,버섯된장국,열량 : 61.93 kcal
볶음류,프랑크소시지칠리볶음,열량 : 194.46 kcal
조림류,알감자꽈리고추조림,열량 : 93.43 kcal
국류,건새우시금치국,열량 : 69.4 kcal
볶음류,돼지고기주물럭,열량 : 457.16 kcal
기타,상추치커리쌈,열량 : 8.4 kcal
면류,들깨버섯칼국수,열량 : 357.68 kcal
튀김류,꿔바로우,열량 : 387.9 kcal
구이류,청양옥수수콘치즈,열량 : 101.3 kcal
무침류,청경채견과류들깨무침,열량 : 129.68 kcal
볶음류,순대야채볶음,열량 : 270.96 kcal
무침류,매운가지나물,열량 : 22.21 kcal
기타,곶감,열량 : 64.2 kcal
밥류,소고기콩나물밥,열량 : 317.32 kcal
국류,팽이버섯달걀국,열량 : 84.66 kcal
볶음류,불닭야채볶음,열량 : 336.73 kcal
튀김류,갈릭감자튀김,열량 : 274.28 kcal
기타,양배추치커리샐러드,열량 : 16.55 kcal
볶음류,불닭덮밥소스,열량 : 251.27 kcal
볶음류,오삼불고기,열량 : 317.13 kcal
밥류,코코넛슈림프카레덮밥,열량 : 700.51 kcal
국류,북어달걀탕,열량 : 99.77 kcal
구이류,탄두리치킨(완),열량 : 194.25 kcal
튀김류,로제떡볶이,열량 : 234.66 kcal
